annonce_id,title,price,location,surface,rooms,baths,link,city,neighborhood,price_meter,price_category
8273,Appartement à vendre 230 m² à Casablanca,2500000,"Appartements dans Casablanca, Sidi Bernoussi",230,2,3,https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_230_m%C2%B2_%C3%A0_Casablanca_57820932.htm,Casablanca,Sidi Bernoussi,10869,High
8274,"Appartement terrasse 196 m², ascenseur, syndic, déclaration totale",1020000,"Appartements dans Tanger, Tanja Balia",196,2,1,https://www.avito.ma/fr/tanja_balia/appartements/Appartement_terrasse_196_m%C2%B2__ascenseur__syndic__d%C3%A9claration_totale_57820945.htm,Tanger,Tanja Balia,5204,High
8275,Appartement à vendre Oued Laou Mekkad,870000,"Appartements dans Oued Laou, Toute la ville",85,2,1,https://www.avito.ma/fr/oued_laou/appartements/Appartement_%C3%A0_vendre_Oued_Laou_Mekkad_57820948.htm,Oued Laou,Toute la ville,10235,Medium
8276,Appartement 4 pièces ascenseur syndic 3 minutes gare,1070000,"Appartements dans Tanger, Tanja Balia",102,4,2,https://www.avito.ma/fr/tanja_balia/appartements/Appartement_4_pi%C3%A8ces_ascenseur_syndic_3_minutes_gare_57820915.htm,Tanger,Tanja Balia,10490,High
8277,Appartement 74 m² ascenseur syndic déclaration totale,555000,"Appartements dans Tanger, Tanja Balia",74,2,3,https://www.avito.ma/fr/tanja_balia/appartements/Appartement_74_m%C2%B2_ascenseur_syndic_d%C3%A9claration_totale_57820894.htm,Tanger,Tanja Balia,7500,Medium
8278,VENTE Appart 133m2 Souissi,3990000,"Appartements dans Rabat, Hassan",133,2,2,https://www.avito.ma/fr/hassan/appartements/VENTE_Appart_133m2_Souissi_57677261.htm,Rabat,Hassan,30000,High
8279,appartement à vendre à la ville verte terra,4150000,"Appartements dans Bouskoura, Ville verte",188,4,3,https://www.avito.ma/fr/ville_verte/appartements/appartement_%C3%A0_vendre_%C3%A0_la_ville_verte_terra_57820880.htm,Bouskoura,Ville verte,22074,High
8280,Studio à vendre - Appartement ensoleillé et magnifique à vendre à Bouznika,280000,"Appartements dans Bouznika, Autre secteur",37,1,1,https://www.avito.ma/fr/autre_secteur/appartements/Studio_%C3%A0_vendre___Appartement_ensoleill%C3%A9_et_magnifique_%C3%A0_vendre_%C3%A0_Bouznika_57820881.htm,Bouznika,Autre secteur,7567,Low
8281,Appartement à vendre 80 m² à Temara,1200000,"Appartements dans Temara, Wifak",80,2,2,https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Temara_57740394.htm,Temara,Wifak,15000,High
8282,Appartement vide à vendre,2600000,"Appartements dans Casablanca, 2 Mars",185,3,2,https://www.avito.ma/fr/2_mars/appartements/Appartement_vide_%C3%A0_vendre_57677175.htm,Casablanca,2 Mars,14054,High
8283,UN MAGNIFIQUE APPARTEMENT A LA VILLE VERTE,5800000,"Appartements dans Bouskoura, Ville verte",410,3,3,https://www.avito.ma/fr/ville_verte/appartements/UN_MAGNIFIQUE_APPARTEMENT_A_LA_VILLE_VERTE_57820817.htm,Bouskoura,Ville verte,14146,High
8284,Appartement à vendre 64 m² à Deroua,410000,"Appartements dans Deroua, Toute la ville",64,3,1,https://www.avito.ma/fr/deroua/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Deroua_57820740.htm,Deroua,Toute la ville,6406,Low
8285,gkdllslqmsmslflcllvllglv,590000,"Appartements dans Salé, Sala El Jadida",63,2,1,https://www.avito.ma/fr/sala_el_jadida/appartements/gkdllslqmsmslflcllvllglv_57820704.htm,Salé,Sala El Jadida,9365,Medium
8286,STUDIO 60m2 / TERRASSE - RIVIERA,1220000,"Appartements dans Casablanca, Riviera",60,1,1,https://www.avito.ma/fr/riviera/appartements/STUDIO_60m2___TERRASSE___RIVIERA_57820603.htm,Casablanca,Riviera,20333,High
8287,Appartement à vendre 106 m² à Temara,820000,"Appartements dans Temara, Al Moustakbal",113,2,2,https://www.avito.ma/fr/al_moustakbal/appartements/Appartement_%C3%A0_vendre_106_m%C2%B2_%C3%A0_Temara_57820600.htm,Temara,Al Moustakbal,7256,Medium
8288,Appartement à vendre Doha Bouznika,420000,"Appartements dans Bouznika, Autre secteur",61,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_Doha_Bouznika_57820520.htm,Bouznika,Autre secteur,6885,Low
8289,Appartement à vendre A.S,430000,"Appartements dans Casablanca, Ain Sebaa",55,2,2,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_A_S_57820519.htm,Casablanca,Ain Sebaa,7818,Low
8290,Appartement à vendre en face de la plage Miramar,1700000,"Appartements dans Mohammedia, Corniche",95,2,1,https://www.avito.ma/fr/corniche/appartements/Appartement_%C3%A0_vendre_en_face_de_la_plage_Miramar_56575326.htm,Mohammedia,Corniche,17894,High
8291,Appartement meublé à vendre harhoura,2800000,"Appartements dans Temara, Harhoura",166,3,2,https://www.avito.ma/fr/harhoura/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre_harhoura_56444699.htm,Temara,Harhoura,16867,High
8292,Nouvel appartement 75m Maamoura,825000,"Appartements dans Kénitra, Maamora",75,2,2,https://www.avito.ma/fr/maamora/appartements/Nouvel_appartement_75m_Maamoura_57820419.htm,Kénitra,Maamora,11000,Medium
8293,Appartement dans une résidence balnéaire,990000,"Appartements dans El Mansouria, Toute la ville",91,2,2,https://www.avito.ma/fr/el_mansouria/appartements/Appartement_dans_une_r%C3%A9sidence_baln%C3%A9aire_57820317.htm,El Mansouria,Toute la ville,10879,Medium
8294,Appartement à vendre à Meknès,750000,"Appartements dans Meknès, Hamria",120,3,2,https://www.avito.ma/fr/hamria/appartements/Appartement_%C3%A0_vendre_%C3%A0_Mekn%C3%A8s_57258133.htm,Meknès,Hamria,6250,Medium
8295,DES STUDIOS NEUFS À VENDRE AU CENTRE VILLE,754000,"Appartements dans Marrakech, Assif",51,1,1,https://www.avito.ma/fr/assif/appartements/DES_STUDIOS_NEUFS_%C3%80_VENDRE_AU_CENTRE_VILLE_56297430.htm,Marrakech,Assif,14784,Medium
8296,"Appart 2 façades, Hay Zitoun, RDC, Oujda",630000,"Appartements dans Oujda, Hay El Qods",113,2,2,https://www.avito.ma/fr/hay_el_qods/appartements/Appart_2_fa%C3%A7ades__Hay_Zitoun__RDC__Oujda_57502820.htm,Oujda,Hay El Qods,5575,Medium
8297,Casablanca Diamant,160000,"Appartements dans Casablanca, Almaz",138,4,3,https://www.avito.ma/fr/almaz/appartements/Casablanca_Diamant_57820139.htm,Casablanca,Almaz,1159,Low
8298,😍 Appartement avec balcon près de Marjane,520000,"Appartements dans Marrakech, Route de Casablanca",54,2,1,https://www.avito.ma/fr/route_de_casablanca/appartements/___Appartement_avec_balcon_pr%C3%A8s_de_Marjane_57820089.htm,Marrakech,Route de Casablanca,9629,Medium
8299,Appt 140m Jawhara Stade dans la cour Oujda de fin,570000,"Appartements dans Oujda, Route Jerada",140,3,2,https://www.avito.ma/fr/route_jerada/appartements/Appt_140m_Jawhara_Stade_dans_la_cour_Oujda_de_fin_56804634.htm,Oujda,Route Jerada,4071,Medium
8300,Appartement meublé à vendre au Valon Kénitra,590000,"Appartements dans Kénitra, Seyad",90,2,1,https://www.avito.ma/fr/seyad/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre_au_Valon_K%C3%A9nitra_57820056.htm,Kénitra,Seyad,6555,Medium
8301,Appartement à vendre 70 m² à Martil,800000,"Appartements dans Martil, Toute la ville",70,3,1,https://www.avito.ma/fr/martil/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Martil_57820013.htm,Martil,Toute la ville,11428,Medium
8302,Je suis la propriétaire,1300000,"Appartements dans Marrakech, Guéliz",114,3,2,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Je_suis_la_propri%C3%A9taire_57820007.htm,Marrakech,Guéliz,11403,High
8303,Appartement à vendre 119 m² à Rabat,2670000,"Appartements dans Rabat, Agdal",119,2,2,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_119_m%C2%B2_%C3%A0_Rabat_57819992.htm,Rabat,Agdal,22436,High
8304,Appartement à vendre 111 m² à Abdelmoumen 3ch,1554000,"Appartements dans Casablanca, Abdelmoumen",111,3,1,https://www.avito.ma/fr/abdelmoumen/appartements/Appartement_%C3%A0_vendre_111_m%C2%B2_%C3%A0_Abdelmoumen_3ch_57819934.htm,Casablanca,Abdelmoumen,14000,High
8305,Duplex moderne à vendre madame Plaza,1100000,"Appartements dans Marrakech, Route de Casablanca",91,2,2,https://www.avito.ma/fr/route_de_casablanca/appartements/Duplex_moderne_%C3%A0_vendre_madame_Plaza_57605986.htm,Marrakech,Route de Casablanca,12087,High
8306,Appart à vendre centre-ville,1180000,"Appartements dans Kénitra, Centre",127,3,2,https://www.avito.ma/fr/centre/appartements/Appart_%C3%A0_vendre_centre_ville_57393385.htm,Kénitra,Centre,9291,High
8307,Appartement à vendre 82 m² à Casablanca,1000000,"Appartements dans Casablanca, Errahma",82,2,2,https://www.avito.ma/fr/errahma/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_%C3%A0_Casablanca_57819865.htm,Casablanca,Errahma,12195,High
8308,Appartement à vendre 36 m² à Marrakech,990000,"Appartements dans Marrakech, Guéliz",46,1,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_36_m%C2%B2_%C3%A0_Marrakech_57819735.htm,Marrakech,Guéliz,21521,Medium
8309,Appartement à vendre 53 m² à Casablanca,600000,"Appartements dans Casablanca, Aïn Chock",53,2,1,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_%C3%A0_vendre_53_m%C2%B2_%C3%A0_Casablanca_57819667.htm,Casablanca,Aïn Chock,11320,Medium
8310,Appartement à vendre à Agadir Darrarka à Miftah Sous,520000,"Appartements dans Drargua, Toute la ville",58,2,2,https://www.avito.ma/fr/drargua/appartements/Appartement_%C3%A0_vendre_%C3%A0_Agadir_Darrarka_%C3%A0_Miftah_Sous_57819627.htm,Drargua,Toute la ville,8965,Medium
8311,Appartement à vendre à Salé Douha Laayayda,360000,"Appartements dans Salé, Cité Militaire",55,2,1,https://www.avito.ma/fr/cit%C3%A9_militaire/appartements/Appartement_%C3%A0_vendre_%C3%A0_Sal%C3%A9_Douha_Laayayda_57819633.htm,Salé,Cité Militaire,6545,Low
8312,Appart 120m² à vendre Rt Ouarzazate Marrakech,2000000,"Appartements dans Marrakech, Route de Ouarzazate",120,2,3,https://www.avito.ma/fr/route_de_ouarzazate/appartements/Appart_120m%C2%B2_%C3%A0_vendre_Rt_Ouarzazate_Marrakech_57398958.htm,Marrakech,Route de Ouarzazate,16666,High
8313,Appartement à vendre centre ville,890000,"Appartements dans Kénitra, Centre",111,2,2,https://www.avito.ma/fr/centre/appartements/Appartement_%C3%A0_vendre_centre_ville_55984343.htm,Kénitra,Centre,8018,Medium
8314,Rez-de-Jardin Vue Partielle sur Mer – PRIX RÉVISÉ,2700000,"Appartements dans Sidi Bouknadel, Toute la ville",211,4,2,https://www.avito.ma/fr/sidi_bouknadel/appartements/Rez_de_Jardin_Vue_Partielle_sur_Mer___PRIX_R%C3%89VIS%C3%89_40298836.htm,Sidi Bouknadel,Toute la ville,12796,High
8315,Appartement à vendre 53 m² à Casablanca,1030000,"Appartements dans Casablanca, Riviera",53,1,1,https://www.avito.ma/fr/riviera/appartements/Appartement_%C3%A0_vendre_53_m%C2%B2_%C3%A0_Casablanca_57722140.htm,Casablanca,Riviera,19433,High
8316,Appartement à vendre 208 m² à Triangle d'Or,3750000,"Appartements dans Casablanca, Triangle d'Or",208,3,3,https://www.avito.ma/fr/triangle_d_or/appartements/Appartement_%C3%A0_vendre_208_m%C2%B2_%C3%A0_Triangle_d_Or_57556247.htm,Casablanca,Triangle d'Or,18028,High
8317,Appartement meublé à vendre à Kénitra,1050000,"Appartements dans Kénitra, El Haddada",90,3,2,https://www.avito.ma/fr/el_haddada/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre_%C3%A0_K%C3%A9nitra_57608454.htm,Kénitra,El Haddada,11666,High
8318,Appartement à vendre 208 m² à Racine,3750000,"Appartements dans Casablanca, Racine",208,3,3,https://www.avito.ma/fr/racine/appartements/Appartement_%C3%A0_vendre_208_m%C2%B2_%C3%A0_Racine_57555834.htm,Casablanca,Racine,18028,High
8319,Appartement à vendre 67 m² à Marrakech,650000,"Appartements dans Marrakech, Massira 3",67,2,1,https://www.avito.ma/fr/massira_3/appartements/Appartement_%C3%A0_vendre_67_m%C2%B2_%C3%A0_Marrakech_57819427.htm,Marrakech,Massira 3,9701,Medium
8320,Appartement à vendre 60 m² à Casablanca,350000,"Appartements dans Casablanca, Oulfa",60,2,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Casablanca_57671405.htm,Casablanca,Oulfa,5833,Low
8321,"Appartement Chouka sans soutien, excellent emplacement",550000,"Appartements dans Bouznika, Autre secteur",55,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_Chouka_sans_soutien__excellent_emplacement_57556888.htm,Bouznika,Autre secteur,10000,Medium
8322,Fadaat Al Mohit Appartement économique à vendre,300000,"Appartements dans Dar Bouazza, Toute la ville",53,2,1,https://www.avito.ma/fr/dar_bouazza/appartements/Fadaat_Al_Mohit_Appartement_%C3%A9conomique_%C3%A0_vendre_57672141.htm,Dar Bouazza,Toute la ville,5660,Low
8323,Appartement à vendre à Sidi Maarouf,580000,"Appartements dans Casablanca, Sidi Maarouf",57,2,1,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_%C3%A0_Sidi_Maarouf_56708135.htm,Casablanca,Sidi Maarouf,10175,Medium
8324,Superbe appartement à vendre – El Mansouria,1280000,"Appartements dans El Mansouria, Toute la ville",105,2,2,https://www.avito.ma/fr/el_mansouria/appartements/Superbe_appartement_%C3%A0_vendre___El_Mansouria_57819123.htm,El Mansouria,Toute la ville,12190,High
8325,Appartement à vendre à Bouznika,350000,"Appartements dans Bouznika, Autre secteur",52,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_%C3%A0_Bouznika_57819101.htm,Bouznika,Autre secteur,6730,Low
8326,Appartement 100 m² 2 façades 5 pièces,840000,"Appartements dans Marrakech, Autre secteur",100,3,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_100_m%C2%B2_2_fa%C3%A7ades_5_pi%C3%A8ces_57491688.htm,Marrakech,Autre secteur,8400,Medium
8327,Appartement à vendre 54 m² à Mohammedia,450000,"Appartements dans Mohammedia, Autre secteur",54,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_54_m%C2%B2_%C3%A0_Mohammedia_57819049.htm,Mohammedia,Autre secteur,8333,Low
8328,Appartement à vendre,500000,"Appartements dans Meknès, Autre secteur",73,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_57818981.htm,Meknès,Autre secteur,6849,Low
8329,MAGNIFIQUES STUDIOS & APPARTEMENTS HAUT STANDING,1295900,"Appartements dans Casablanca, Maarif",54,1,1,https://www.avito.ma/fr/maarif/appartements/MAGNIFIQUES_STUDIOS___APPARTEMENTS_HAUT_STANDING_57749452.htm,Casablanca,Maarif,23998,High
8330,DUPLEX à vendre 100 m² à Marrakech,918000,"Appartements dans Marrakech, M'Hamid",100,3,4,https://www.avito.ma/fr/m_hamid/appartements/DUPLEX_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Marrakech_57818938.htm,Marrakech,M'Hamid,9180,Medium
8331,Appartement à vendre près de Marjane,490000,"Appartements dans Marrakech, Route de Casablanca",60,2,1,https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_pr%C3%A8s_de_Marjane_57818922.htm,Marrakech,Route de Casablanca,8166,Low
8332,Derniers appartements de 67 à 71m² à La Gironde,724000,"Appartements dans Casablanca, La Gironde",71,2,2,https://www.avito.ma/fr/la_gironde/appartements/Derniers_appartements_de_67_%C3%A0_71m%C2%B2_%C3%A0_La_Gironde_47418399.htm,Casablanca,La Gironde,10197,Medium
8333,appartement 187 m2 à vendre,1180000,"Appartements dans Fès, Autre secteur",187,3,3,https://www.avito.ma/fr/autre_secteur/appartements/appartement_187_m2_%C3%A0_vendre_57818896.htm,Fès,Autre secteur,6310,High
8334,Appartement à vendre 143 m² à Casablanca,1500000,"Appartements dans Casablanca, Belvédère",143,3,2,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_vendre_143_m%C2%B2_%C3%A0_Casablanca_57818894.htm,Casablanca,Belvédère,10489,High
8335,Appart. 1er étage 114 m2 O.Taleb à côté Fin Taddart,1320000,"Appartements dans Casablanca, Mandarona",114,3,2,https://www.avito.ma/fr/mandarona/appartements/Appart__1er_%C3%A9tage_114_m2_O_Taleb_%C3%A0_c%C3%B4t%C3%A9_Fin_Taddart_56370394.htm,Casablanca,Mandarona,11578,High
8336,Appartement de 85m très bien placé à l'oasis,1570000,"Appartements dans Casablanca, Oasis",85,2,2,https://www.avito.ma/fr/oasis/appartements/Appartement_de_85m_tr%C3%A8s_bien_plac%C3%A9_%C3%A0_l_oasis_54094399.htm,Casablanca,Oasis,18470,High
8337,Appartement à vendre 60 m² à Casablanca,380000,"Appartements dans Casablanca, Oulfa",64,2,1,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Casablanca_57818822.htm,Casablanca,Oulfa,5937,Low
8338,Excellent appartement à vendre Mediouna avec ascenseur,280000,"Appartements dans Mediouna, Toute la ville",60,2,1,https://www.avito.ma/fr/mediouna/appartements/Excellent_appartement_%C3%A0_vendre_Mediouna_avec_ascenseur_57818783.htm,Mediouna,Toute la ville,4666,Low
8339,2 appartements à vendre,1100000,"Appartements dans Tétouan, Safir",300,3,2,https://www.avito.ma/fr/safir/appartements/2_appartements_%C3%A0_vendre_57818714.htm,Tétouan,Safir,3666,High
8340,Appartement et magasin à Deroua,650000,"Appartements dans Deroua, Toute la ville",116,2,2,https://www.avito.ma/fr/deroua/appartements/Appartement_et_magasin_%C3%A0_Deroua_56163390.htm,Deroua,Toute la ville,5603,Medium
8341,Appartement à vendre plage de mehdia kenitra,2300000,"Appartements dans Kénitra, Autre secteur",86,2,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_plage_de_mehdia_kenitra_57818400.htm,Kénitra,Autre secteur,26744,High
8342,Appartement à vendre 71 m² à Martil,710000,"Appartements dans Martil, Toute la ville",71,2,2,https://www.avito.ma/fr/martil/appartements/Appartement_%C3%A0_vendre_71_m%C2%B2_%C3%A0_Martil_57818392.htm,Martil,Toute la ville,10000,Medium
8343,Appartement à vendre 170 m² à Marrakech,201000000,"Appartements dans Marrakech, Socoma",180,11,4,https://www.avito.ma/fr/socoma/appartements/Appartement_%C3%A0_vendre_170_m%C2%B2_%C3%A0_Marrakech_57818377.htm,Marrakech,Socoma,1116666,High
8344,Bel appartement à vendre à Ferme Bretonne,2005500,"Appartements dans Casablanca, Ferme Bretone",111,2,1,https://www.avito.ma/fr/ferme_bretone/appartements/Bel_appartement_%C3%A0_vendre_%C3%A0_Ferme_Bretonne_57818302.htm,Casablanca,Ferme Bretone,18067,High
8345,Appartement à vendre Abwab Marrakech,400000,"Appartements dans Marrakech, Massira",62,2,1,https://www.avito.ma/fr/massira/appartements/Appartement_%C3%A0_vendre_Abwab_Marrakech_57818292.htm,Marrakech,Massira,6451,Low
8346,Appartement à vendre 139 m² à Fès,850000,"Appartements dans Fès, Agdal",139,3,3,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_139_m%C2%B2_%C3%A0_F%C3%A8s_57818282.htm,Fès,Agdal,6115,Medium
8347,Appartement à vendre 46 m² à Tanger Boukhalef 2,380000,"Appartements dans Tanger, Boukhalef",46,2,1,https://www.avito.ma/fr/boukhalef/appartements/Appartement_%C3%A0_vendre_46_m%C2%B2_%C3%A0_Tanger_Boukhalef_2_57091613.htm,Tanger,Boukhalef,8260,Low
8348,Appartement Mhamid 9 haut standing 3 chambres,800000,"Appartements dans Marrakech, M'Hamid",127,3,2,https://www.avito.ma/fr/m_hamid/appartements/Appartement_Mhamid_9_haut_standing_3_chambres_57818196.htm,Marrakech,M'Hamid,6299,Medium
8350,Appartement à vendre 60 m² à Marrakech,600000,"Appartements dans Marrakech, Massira 2",60,2,1,https://www.avito.ma/fr/massira_2/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Marrakech_57818161.htm,Marrakech,Massira 2,10000,Medium
8351,Excellents appartements à vendre,1860000,"Appartements dans Temara, Autre secteur",117,3,2,https://www.avito.ma/fr/autre_secteur/appartements/Excellents_appartements_%C3%A0_vendre_56807615.htm,Temara,Autre secteur,15897,High
8352,Bel appartement à vendre à Cabo Negro,1600000,"Appartements dans Tétouan, Autre secteur",82,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Bel_appartement_%C3%A0_vendre_%C3%A0_Cabo_Negro_57818143.htm,Tétouan,Autre secteur,19512,High
8353,Appartement à vendre 56 m² à Marrakech,530000,"Appartements dans Marrakech, Targa",56,2,1,https://www.avito.ma/fr/targa/appartements/Appartement_%C3%A0_vendre_56_m%C2%B2_%C3%A0_Marrakech_57818128.htm,Marrakech,Targa,9464,Medium
8354,Duplex à vendre à Marrakech,1700000,"Appartements dans Marrakech, Annakhil",112,2,2,https://www.avito.ma/fr/annakhil/appartements/Duplex_%C3%A0_vendre_%C3%A0_Marrakech_56879000.htm,Marrakech,Annakhil,15178,High
8355,Appartement à vendre,420000,"Appartements dans Sidi Rahal, Toute la ville",56,2,1,https://www.avito.ma/fr/sidi_rahal/appartements/Appartement_%C3%A0_vendre_57818110.htm,Sidi Rahal,Toute la ville,7500,Low
8356,Appartement neuf vendu meublé,2200000,"Appartements dans Marrakech, Guéliz",82,3,2,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_neuf_vendu_meubl%C3%A9_57818103.htm,Marrakech,Guéliz,26829,High
8357,Appartement à vendre,2600000,"Appartements dans Had Soualem, Toute la ville",53,2,1,https://www.avito.ma/fr/had_soualem/appartements/Appartement_%C3%A0_vendre_57818052.htm,Had Soualem,Toute la ville,49056,High
8358,Triangle d’Or appartement standing (et parking),1400000,"Appartements dans Marrakech, Guéliz",60,1,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Triangle_d_Or_appartement_standing__et_parking__57818030.htm,Marrakech,Guéliz,23333,High
8359,Appartement à vendre 111 m² à Marrakech,1860000,"Appartements dans Marrakech, Guéliz",111,2,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_111_m%C2%B2_%C3%A0_Marrakech_57817946.htm,Marrakech,Guéliz,16756,High
8360,01/5064/71,2200000,"Appartements dans Casablanca, Bachkou",140,3,2,https://www.avito.ma/fr/bachkou/appartements/01_5064_71_57817910.htm,Casablanca,Bachkou,15714,High
8361,appartement 53m2 (milieu de gamme),410000,"Appartements dans Casablanca, Errahma",53,2,1,https://www.avito.ma/fr/errahma/appartements/appartement_53m2__milieu_de_gamme__57817902.htm,Casablanca,Errahma,7735,Low
8362,appartement 72m façades mimosas,800000,"Appartements dans Kénitra, Mimosas",72,2,2,https://www.avito.ma/fr/mimosas/appartements/appartement_72m_fa%C3%A7ades_mimosas_57817787.htm,Kénitra,Mimosas,11111,Medium
8363,Appartement à vendre 78 m² à Tanger,1250000,"Appartements dans Tanger, Branes 1",80,2,1,https://www.avito.ma/fr/branes_1/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Tanger_57817784.htm,Tanger,Branes 1,15625,High
8364,AGRÉABLE APPARTEMENT À HAY RIYAD SECTEUR 18,4700000,"Appartements dans Rabat, Hay Riad",202,3,1,https://www.avito.ma/fr/hay_riad/appartements/AGR%C3%89ABLE_APPARTEMENT_%C3%80_HAY_RIYAD_SECTEUR_18_57817748.htm,Rabat,Hay Riad,23267,High
8365,Casbah Amin Oulfa,520000,"Appartements dans Casablanca, Oulfa",60,3,1,https://www.avito.ma/fr/oulfa/appartements/Casbah_Amin_Oulfa_57817728.htm,Casablanca,Oulfa,8666,Medium
8366,APPARTEMENT RDC NEUF A HARHOURA ENSOLEILLÉE SUD,2200000,"Appartements dans Temara, Harhoura",138,2,2,https://www.avito.ma/fr/harhoura/appartements/APPARTEMENT_RDC_NEUF_A_HARHOURA_ENSOLEILL%C3%89E_SUD_57817721.htm,Temara,Harhoura,15942,High
8367,Appartement à vendre 73 m² à Temara,680000,"Appartements dans Temara, Skikina",73,2,1,https://www.avito.ma/fr/skikina/appartements/Appartement_%C3%A0_vendre_73_m%C2%B2_%C3%A0_Temara_57817704.htm,Temara,Skikina,9315,Medium
8368,"Appartement à vendre trois chambres, emplacement Aida Village.",160000,"Appartements dans Tanger, Aida",97,3,2,https://www.avito.ma/fr/aida/appartements/Appartement_%C3%A0_vendre_trois_chambres__emplacement_Aida_Village__57817699.htm,Tanger,Aida,1649,Low
8369,Nouveaux appartements à vendre,550000,"Appartements dans Oujda, Hay Lazaret",112,3,1,https://www.avito.ma/fr/hay_lazaret/appartements/Nouveaux_appartements_%C3%A0_vendre_57817674.htm,Oujda,Hay Lazaret,4910,Medium
8370,Appartement à vendre 53 m² à Hay Salam Agadir,730000,"Appartements dans Agadir, Hay Salam",53,2,1,https://www.avito.ma/fr/hay_salam/appartements/Appartement_%C3%A0_vendre_53_m%C2%B2_%C3%A0_Hay_Salam_Agadir_57817649.htm,Agadir,Hay Salam,13773,Medium
8371,Appartement à vendre Temara Wifak,640000,"Appartements dans Temara, Wifak",58,2,2,https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre_Temara_Wifak_57817621.htm,Temara,Wifak,11034,Medium
8372,appartement beni mellal,450000,"Appartements dans Béni Mellal, Toute la ville",85,2,1,https://www.avito.ma/fr/b%C3%A9ni_mellal/appartements/appartement_beni_mellal_57817604.htm,Béni Mellal,Toute la ville,5294,Low
8373,Appartement à vendre à TAMESNA,330000,"Appartements dans Tamesna, Toute la ville",50,2,1,https://www.avito.ma/fr/tamesna/appartements/Appartement_%C3%A0_vendre_%C3%A0_TAMESNA_57817510.htm,Tamesna,Toute la ville,6600,Low
8374,opportunité au centre ville,920000,"Appartements dans Kénitra, Centre",95,2,2,https://www.avito.ma/fr/centre/appartements/opportunit%C3%A9_au_centre_ville_57021886.htm,Kénitra,Centre,9684,Medium
8375,LES PRINCESSES JOLI APPARTEMENT NEUF À VENDRE,1470000,"Appartements dans Casablanca, Gauthier",66,2,1,https://www.avito.ma/fr/gauthier/appartements/LES_PRINCESSES_JOLI_APPARTEMENT_NEUF_%C3%80_VENDRE_57734105.htm,Casablanca,Gauthier,22272,High
8376,MAARIF PRES TWIN BEL APPARTEMENT A VENDRE 150 m²,2250000,"Appartements dans Casablanca, Maarif",150,3,2,https://www.avito.ma/fr/maarif/appartements/MAARIF_PRES_TWIN_BEL_APPARTEMENT_A_VENDRE_150_m%C2%B2_56113861.htm,Casablanca,Maarif,15000,High
8377,Appartements à vendre 50-68m² à Marrakech,350000,"Appartements dans Marrakech, M'Hamid",60,2,2,https://www.avito.ma/fr/m_hamid/appartements/Appartements_%C3%A0_vendre_50_68m%C2%B2_%C3%A0_Marrakech_57817389.htm,Marrakech,M'Hamid,5833,Low
